I am  nid00690 rank 0 (total 192)
total of 1545 tasks
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in greater
I am  nid00695 rank 171 (total 192)
3376m005
  Slave nid00695 rank 171 executing "3376m005" task_id "203"
3406p012
  Slave nid00695 rank 171 executing "3406p012" task_id "394"
3438p002
  Slave nid00695 rank 171 executing "3438p002" task_id "585"
3471m015
  Slave nid00695 rank 171 executing "3471m015" task_id "776"
3503m005
  Slave nid00695 rank 171 executing "3503m005" task_id "967"
3533p012
  Slave nid00695 rank 171 executing "3533p012" task_id "1158"
3566p002
  Slave nid00695 rank 171 executing "3566p002" task_id "1349"
3598p007
  Slave nid00695 rank 171 executing "3598p007" task_id "1540"
Task completed (rank 171)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:486: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
I am  nid00694 rank 140 (total 192)
3368p015
  Slave nid00694 rank 140 executing "3368p015" task_id "172"
3401p010
  Slave nid00694 rank 140 executing "3401p010" task_id "363"
3433p000
  Slave nid00694 rank 140 executing "3433p000" task_id "554"
3466m012
  Slave nid00694 rank 140 executing "3466m012" task_id "745"
3498m002
  Slave nid00694 rank 140 executing "3498m002" task_id "936"
3528p010
  Slave nid00694 rank 140 executing "3528p010" task_id "1127"
3561p000
  Slave nid00694 rank 140 executing "3561p000" task_id "1318"
3593m010
  Slave nid00694 rank 140 executing "3593m010" task_id "1509"
Task completed (rank 140)
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
I am  nid00690 rank 4 (total 192)
3343p012
  Slave nid00690 rank 4 executing "3343p012" task_id "23"
3378p007
  Slave nid00690 rank 4 executing "3378p007" task_id "227"
3411m017
  Slave nid00690 rank 4 executing "3411m017" task_id "418"
3443m007
  Slave nid00690 rank 4 executing "3443m007" task_id "609"
3473p017
  Slave nid00690 rank 4 executing "3473p017" task_id "800"
3506p007
  Slave nid00690 rank 4 executing "3506p007" task_id "991"
3538m017
  Slave nid00690 rank 4 executing "3538m017" task_id "1182"
3571m007
  Slave nid00690 rank 4 executing "3571m007" task_id "1373"
Task completed (rank 4)
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
I am  nid00693 rank 107 (total 192)
3363p007
  Slave nid00693 rank 107 executing "3363p007" task_id "139"
3396p002
  Slave nid00693 rank 107 executing "3396p002" task_id "330"
3428m012
  Slave nid00693 rank 107 executing "3428m012" task_id "521"
3461m005
  Slave nid00693 rank 107 executing "3461m005" task_id "712"
3491p012
  Slave nid00693 rank 107 executing "3491p012" task_id "903"
3523p002
  Slave nid00693 rank 107 executing "3523p002" task_id "1094"
3556m012
  Slave nid00693 rank 107 executing "3556m012" task_id "1285"
3588m002
  Slave nid00693 rank 107 executing "3588m002" task_id "1476"
Task completed (rank 107)
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
I am  nid00691 rank 44 (total 192)
3353p000
  Slave nid00691 rank 44 executing "3353p000" task_id "76"
3386m015
  Slave nid00691 rank 44 executing "3386m015" task_id "267"
3418m005
  Slave nid00691 rank 44 executing "3418m005" task_id "458"
3448p015
  Slave nid00691 rank 44 executing "3448p015" task_id "649"
3481p005
  Slave nid00691 rank 44 executing "3481p005" task_id "840"
3513m015
  Slave nid00691 rank 44 executing "3513m015" task_id "1031"
3546m005
  Slave nid00691 rank 44 executing "3546m005" task_id "1222"
3576p012
  Slave nid00691 rank 44 executing "3576p012" task_id "1413"
Task completed (rank 44)
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
I am  nid00694 rank 141 (total 192)
3368p017
  Slave nid00694 rank 141 executing "3368p017" task_id "173"
3401p012
  Slave nid00694 rank 141 executing "3401p012" task_id "364"
3433p002
  Slave nid00694 rank 141 executing "3433p002" task_id "555"
3466m015
  Slave nid00694 rank 141 executing "3466m015" task_id "746"
3498m005
  Slave nid00694 rank 141 executing "3498m005" task_id "937"
3528p012
  Slave nid00694 rank 141 executing "3528p012" task_id "1128"
3561p002
  Slave nid00694 rank 141 executing "3561p002" task_id "1319"
3593m012
  Slave nid00694 rank 141 executing "3593m012" task_id "1510"
Task completed (rank 141)
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
I am  nid00692 rank 75 (total 192)
3358p002
  Slave nid00692 rank 75 executing "3358p002" task_id "107"
3391m017
  Slave nid00692 rank 75 executing "3391m017" task_id "298"
3423m007
  Slave nid00692 rank 75 executing "3423m007" task_id "489"
3453p017
  Slave nid00692 rank 75 executing "3453p017" task_id "680"
3486p007
  Slave nid00692 rank 75 executing "3486p007" task_id "871"
3518m017
  Slave nid00692 rank 75 executing "3518m017" task_id "1062"
3551m007
  Slave nid00692 rank 75 executing "3551m007" task_id "1253"
3581p015
  Slave nid00692 rank 75 executing "3581p015" task_id "1444"
Task completed (rank 75)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in greater
I am  nid00695 rank 172 (total 192)
3376m007
  Slave nid00695 rank 172 executing "3376m007" task_id "204"
3406p015
  Slave nid00695 rank 172 executing "3406p015" task_id "395"
3438p005
  Slave nid00695 rank 172 executing "3438p005" task_id "586"
3471m017
  Slave nid00695 rank 172 executing "3471m017" task_id "777"
3503m007
  Slave nid00695 rank 172 executing "3503m007" task_id "968"
3533p015
  Slave nid00695 rank 172 executing "3533p015" task_id "1159"
3566p005
  Slave nid00695 rank 172 executing "3566p005" task_id "1350"
3598p010
  Slave nid00695 rank 172 executing "3598p010" task_id "1541"
Task completed (rank 172)
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
I am  nid00692 rank 76 (total 192)
3358p005
  Slave nid00692 rank 76 executing "3358p005" task_id "108"
3391p000
  Slave nid00692 rank 76 executing "3391p000" task_id "299"
3423m010
  Slave nid00692 rank 76 executing "3423m010" task_id "490"
3456m002
  Slave nid00692 rank 76 executing "3456m002" task_id "681"
3486p010
  Slave nid00692 rank 76 executing "3486p010" task_id "872"
3518p000
  Slave nid00692 rank 76 executing "3518p000" task_id "1063"
3551m010
  Slave nid00692 rank 76 executing "3551m010" task_id "1254"
3581p017
  Slave nid00692 rank 76 executing "3581p017" task_id "1445"
Task completed (rank 76)
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
I am  nid00690 rank 5 (total 192)
3343p015
  Slave nid00690 rank 5 executing "3343p015" task_id "24"
3378p010
  Slave nid00690 rank 5 executing "3378p010" task_id "228"
3411p000
  Slave nid00690 rank 5 executing "3411p000" task_id "419"
3443m010
  Slave nid00690 rank 5 executing "3443m010" task_id "610"
3476m002
  Slave nid00690 rank 5 executing "3476m002" task_id "801"
3506p010
  Slave nid00690 rank 5 executing "3506p010" task_id "992"
3538p000
  Slave nid00690 rank 5 executing "3538p000" task_id "1183"
3571m010
  Slave nid00690 rank 5 executing "3571m010" task_id "1374"
Task completed (rank 5)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: divide by zero encountered in log10
I am  nid00693 rank 108 (total 192)
3346p012
  Slave nid00693 rank 108 executing "3346p012" task_id "38"
3363p010
  Slave nid00693 rank 108 executing "3363p010" task_id "140"
3396p005
  Slave nid00693 rank 108 executing "3396p005" task_id "331"
3428m015
  Slave nid00693 rank 108 executing "3428m015" task_id "522"
3461m007
  Slave nid00693 rank 108 executing "3461m007" task_id "713"
3491p015
  Slave nid00693 rank 108 executing "3491p015" task_id "904"
3523p005
  Slave nid00693 rank 108 executing "3523p005" task_id "1095"
3556m015
  Slave nid00693 rank 108 executing "3556m015" task_id "1286"
3588m005
  Slave nid00693 rank 108 executing "3588m005" task_id "1477"
Task completed (rank 108)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:487: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
I am  nid00691 rank 45 (total 192)
3353p002
  Slave nid00691 rank 45 executing "3353p002" task_id "77"
3386m017
  Slave nid00691 rank 45 executing "3386m017" task_id "268"
3418m007
  Slave nid00691 rank 45 executing "3418m007" task_id "459"
3448p017
  Slave nid00691 rank 45 executing "3448p017" task_id "650"
3481p007
  Slave nid00691 rank 45 executing "3481p007" task_id "841"
3513m017
  Slave nid00691 rank 45 executing "3513m017" task_id "1032"
3546m007
  Slave nid00691 rank 45 executing "3546m007" task_id "1223"
3576p015
  Slave nid00691 rank 45 executing "3576p015" task_id "1414"
Task completed (rank 45)
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.0)&(g<23.2)&(-0.068*rz+0.457<gr+0.3)&(0.112*rz+0.773>gr-0.2) &(0.218*gr+0.571<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.0)&(g<23.2)  &(-0.068*rz+0.457<gr+0.3)&(gr-0.2< 0.112*rz+0.773) &(0.637*gr+0.399<rz+0.3)&(rz-0.3<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:489: RuntimeWarning: invalid value encountered in less
I am  nid00694 rank 142 (total 192)
3371m002
  Slave nid00694 rank 142 executing "3371m002" task_id "174"
3401p015
  Slave nid00694 rank 142 executing "3401p015" task_id "365"
3433p005
  Slave nid00694 rank 142 executing "3433p005" task_id "556"
3466m017
  Slave nid00694 rank 142 executing "3466m017" task_id "747"
3498m007
  Slave nid00694 rank 142 executing "3498m007" task_id "938"
3528p015
  Slave nid00694 rank 142 executing "3528p015" task_id "1129"
3561p005
  Slave nid00694 rank 142 executing "3561p005" task_id "1320"
3593m015
  Slave nid00694 rank 142 executing "3593m015" task_id "1511"
Task completed (rank 142)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:483: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,1] / tractor['decam_mw_transmission'][:,1])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:484: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,2] / tractor['decam_mw_transmission'][:,2])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:485: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(tractor['decam_flux'][:,4] / tractor['decam_mw_transmission'][:,4])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:488: RuntimeWarning: invalid value encountered in greater
I am  nid00695 rank 173 (total 192)
3376m010
  Slave nid00695 rank 173 executing "3376m010" task_id "205"
3406p017
  Slave nid00695 rank 173 executing "3406p017" task_id "396"
3438p007
  Slave nid00695 rank 173 executing "3438p007" task_id "587"
3471p000
  Slave nid00695 rank 173 executing "3471p000" task_id "778"
3503m010
  Slave nid00695 rank 173 executing "3503m010" task_id "969"
3533p017
  Slave nid00695 rank 173 executing "3533p017" task_id "1160"
3566p007
  Slave nid00695 rank 173 executing "3566p007" task_id "1351"
3598p012
  Slave nid00695 rank 173 executing "3598p012" task_id "1542"
Task completed (rank 173)
